Year,Month,Day,Region,Industrial_Index,CO2,Deforestation,AQI
2016,12,25,Punjab,157.1,588.0,1.82,321.0
2016,12,25,Sindh,147.6,517.2,2.32,138.0
2016,12,26,Punjab,143.0,567.7,1.76,295.0
2016,12,26,Sindh,148.2,502.7,2.33,131.0
2016,12,27,Punjab,134.7,518.4,1.81,276.0
2016,12,27,Sindh,148.4,520.7,2.3,140.0
2016,12,28,Punjab,137.2,523.6,1.81,274.0
2016,12,28,Sindh,152.3,525.8,2.33,141.0
2016,12,29,Punjab,140.1,521.4,1.77,284.0
2016,12,29,Sindh,148.9,559.3,2.33,153.0
2016,12,30,Punjab,133.4,530.6,1.82,301.0
2016,12,30,Sindh,152.4,532.7,2.34,139.0
2016,12,31,Punjab,132.2,535.8,1.8,296.0
2016,12,31,Sindh,148.3,498.1,2.36,131.0
2017,1,1,Punjab,158.5,627.6,1.85,314.0
2017,1,1,Sindh,149.1,520.0,2.32,142.0
2017,1,2,Punjab,144.2,576.8,1.78,329.0
2017,1,2,Sindh,138.8,493.6,2.32,133.0
2017,1,3,Punjab,135.2,506.4,1.83,291.0
2017,1,3,Sindh,153.4,562.0,2.29,144.0
2017,1,4,Punjab,148.4,553.9,1.79,308.0
2017,1,4,Sindh,150.6,518.2,2.31,144.0
2017,1,5,Punjab,132.5,500.3,1.8,295.0
2017,1,5,Sindh,153.9,514.8,2.31,128.0
2017,1,6,Punjab,133.2,506.9,1.84,268.0
2017,1,6,Sindh,134.4,482.7,2.34,133.0
2017,1,7,Punjab,135.6,543.8,1.84,289.0
2017,1,7,Sindh,159.4,537.1,2.3,136.0
2017,1,8,Punjab,155.3,613.4,1.81,330.0
2017,1,8,Sindh,148.3,512.4,2.33,146.0
2017,1,9,Punjab,140.1,543.1,1.82,289.0
2017,1,9,Sindh,154.5,537.0,2.32,135.0
2017,1,10,Punjab,122.6,437.3,1.76,257.0
2017,1,10,Sindh,143.8,502.3,2.31,140.0
2017,1,11,Punjab,151.9,543.4,1.9,298.0
2017,1,11,Sindh,152.1,542.7,2.32,144.0
2017,1,12,Punjab,139.8,536.0,1.87,283.0
2017,1,12,Sindh,143.8,493.1,2.31,130.0
2017,1,13,Punjab,127.5,502.1,1.87,280.0
2017,1,13,Sindh,146.0,506.8,2.31,136.0
2017,1,14,Punjab,139.8,529.6,1.75,301.0
2017,1,14,Sindh,158.7,555.2,2.28,150.0
2017,1,15,Punjab,146.5,595.2,1.8,322.0
2017,1,15,Sindh,148.2,521.0,2.31,134.0
2017,1,16,Punjab,145.7,531.9,1.82,304.0
2017,1,16,Sindh,150.3,527.4,2.31,137.0
2017,1,17,Punjab,156.9,571.9,1.74,316.0
2017,1,17,Sindh,153.6,544.0,2.31,148.0
2017,1,18,Punjab,135.7,502.4,1.88,287.0
2017,1,18,Sindh,151.7,543.7,2.33,137.0
2017,1,19,Punjab,142.9,529.1,1.91,296.0
2017,1,19,Sindh,150.0,531.0,2.33,139.0
2017,1,20,Punjab,137.0,531.2,1.94,297.0
2017,1,20,Sindh,151.1,535.7,2.32,158.0
2017,1,21,Punjab,130.3,486.8,1.79,270.0
2017,1,21,Sindh,161.3,541.0,2.34,140.0
2017,1,22,Punjab,149.8,538.3,1.84,284.0
2017,1,22,Sindh,149.1,522.5,2.33,146.0
2017,1,23,Punjab,146.5,574.4,1.9,301.0
2017,1,23,Sindh,150.4,533.6,2.31,140.0
2017,1,24,Punjab,145.1,516.1,1.83,283.0
2017,1,24,Sindh,154.7,552.3,2.31,150.0
2017,1,25,Punjab,146.3,534.4,1.81,285.0
2017,1,25,Sindh,155.0,532.0,2.33,146.0
2017,1,26,Punjab,137.4,489.7,1.75,279.0
2017,1,26,Sindh,155.4,534.1,2.33,149.0
2017,1,27,Punjab,134.9,516.8,1.9,288.0
2017,1,27,Sindh,152.7,525.8,2.35,141.0
2017,1,28,Punjab,143.3,548.2,1.84,299.0
2017,1,28,Sindh,143.8,511.4,2.35,148.0
2017,1,29,Punjab,152.3,617.2,1.81,323.0
2017,1,29,Sindh,157.7,567.6,2.31,149.0
2017,1,30,Punjab,155.9,610.9,1.86,329.0
2017,1,30,Sindh,143.9,497.4,2.32,136.0
2017,1,31,Punjab,149.5,596.9,1.85,312.0
2017,1,31,Sindh,151.1,542.6,2.34,148.0
2017,2,1,Punjab,143.4,550.7,1.85,305.0
2017,2,1,Sindh,145.9,512.4,2.34,133.0
2017,2,2,Punjab,145.4,532.9,1.83,293.0
2017,2,2,Sindh,149.4,520.9,2.34,140.0
2017,2,3,Punjab,143.4,547.4,1.93,305.0
2017,2,3,Sindh,151.4,526.6,2.32,143.0
2017,2,4,Punjab,135.1,525.3,1.84,301.0
2017,2,4,Sindh,151.3,540.9,2.3,144.0
2017,2,5,Punjab,143.6,559.6,1.93,303.0
2017,2,5,Sindh,151.9,536.4,2.3,157.0
2017,2,6,Punjab,132.7,494.9,1.87,274.0
2017,2,6,Sindh,157.9,586.7,2.33,154.0
2017,2,7,Punjab,142.5,551.2,1.86,293.0
2017,2,7,Sindh,152.1,519.5,2.33,147.0
2017,2,8,Punjab,156.6,576.4,1.84,295.0
2017,2,8,Sindh,148.6,528.0,2.3,148.0
2017,2,9,Punjab,150.1,549.7,1.9,286.0
2017,2,9,Sindh,154.7,533.5,2.32,145.0
2017,2,10,Punjab,136.2,495.3,1.85,280.0
2017,2,10,Sindh,155.9,532.5,2.34,141.0
2017,2,11,Punjab,143.1,544.2,1.8,277.0
2017,2,11,Sindh,143.8,503.1,2.3,134.0
2017,2,12,Punjab,137.0,497.1,1.8,285.0
2017,2,12,Sindh,153.0,537.4,2.35,144.0
2017,2,13,Punjab,143.2,535.8,1.87,281.0
2017,2,13,Sindh,153.5,581.0,2.32,149.0
2017,2,14,Punjab,152.1,596.1,1.81,331.0
2017,2,14,Sindh,148.5,517.1,2.35,137.0
2017,2,15,Punjab,149.1,545.9,1.85,278.0
2017,2,15,Sindh,156.9,532.3,2.31,139.0
2017,2,16,Punjab,163.8,612.2,1.9,310.0
2017,2,16,Sindh,149.3,526.8,2.31,151.0
2017,2,17,Punjab,153.5,584.6,1.87,293.0
2017,2,17,Sindh,150.7,496.5,2.32,141.0
2017,2,18,Punjab,145.6,558.3,1.82,278.0
2017,2,18,Sindh,149.3,521.1,2.32,148.0
2017,2,19,Punjab,149.4,557.9,1.92,297.0
2017,2,19,Sindh,150.2,526.1,2.32,148.0
2017,2,20,Punjab,142.5,557.1,1.88,274.0
2017,2,20,Sindh,144.7,518.4,2.32,144.0
2017,2,21,Punjab,135.1,525.2,1.91,266.0
2017,2,21,Sindh,143.0,515.2,2.33,150.0
2017,2,22,Punjab,154.6,610.3,1.74,305.0
2017,2,22,Sindh,158.2,546.2,2.32,148.0
2017,2,23,Punjab,152.3,577.1,1.87,296.0
2017,2,23,Sindh,146.1,508.9,2.33,142.0
2017,2,24,Punjab,142.3,530.6,1.9,258.0
2017,2,24,Sindh,145.4,497.3,2.29,143.0
2017,2,25,Punjab,146.5,543.0,1.94,282.0
2017,2,25,Sindh,139.6,471.6,2.34,126.0
2017,2,26,Punjab,154.3,592.4,1.78,291.0
2017,2,26,Sindh,147.2,519.8,2.33,161.0
2017,2,27,Punjab,151.2,566.9,1.92,273.0
2017,2,27,Sindh,143.8,484.1,2.36,137.0
2017,2,28,Punjab,132.7,493.0,1.94,248.0
2017,2,28,Sindh,158.6,549.0,2.31,154.0
2017,3,1,Punjab,146.4,547.5,1.76,251.0
2017,3,1,Sindh,155.5,529.4,2.29,154.0
2017,3,2,Punjab,143.2,530.5,1.88,283.0
2017,3,2,Sindh,147.0,522.9,2.34,152.0
2017,3,3,Punjab,153.5,587.3,1.89,295.0
2017,3,3,Sindh,161.8,593.3,2.34,165.0
2017,3,4,Punjab,152.9,552.7,1.84,258.0
2017,3,4,Sindh,155.5,524.6,2.31,148.0
2017,3,5,Punjab,155.2,596.0,1.84,293.0
2017,3,5,Sindh,149.0,493.5,2.3,132.0
2017,3,6,Punjab,135.8,529.5,1.89,256.0
2017,3,6,Sindh,138.1,481.5,2.36,135.0
2017,3,7,Punjab,138.5,514.7,1.83,263.0
2017,3,7,Sindh,162.1,567.5,2.36,162.0
2017,3,8,Punjab,153.7,622.7,1.85,286.0
2017,3,8,Sindh,143.7,506.3,2.28,146.0
2017,3,9,Punjab,140.1,532.9,1.9,256.0
2017,3,9,Sindh,142.5,491.9,2.32,147.0
2017,3,10,Punjab,132.8,473.2,1.95,235.0
2017,3,10,Sindh,155.8,542.4,2.36,153.0
2017,3,11,Punjab,149.2,561.4,1.89,260.0
2017,3,11,Sindh,162.9,575.8,2.32,155.0
2017,3,12,Punjab,140.6,535.7,1.87,270.0
2017,3,12,Sindh,157.7,567.6,2.32,166.0
2017,3,13,Punjab,159.4,614.6,1.84,291.0
2017,3,13,Sindh,153.6,508.4,2.33,153.0
2017,3,14,Punjab,147.5,555.3,1.81,261.0
2017,3,14,Sindh,153.8,532.8,2.31,157.0
2017,3,15,Punjab,146.4,536.2,1.92,264.0
2017,3,15,Sindh,155.1,546.2,2.3,155.0
2017,3,16,Punjab,142.3,518.7,1.86,229.0
2017,3,16,Sindh,154.7,527.6,2.35,157.0
2017,3,17,Punjab,158.0,587.2,1.92,257.0
2017,3,17,Sindh,152.3,559.1,2.3,176.0
2017,3,18,Punjab,148.2,551.9,1.85,259.0
2017,3,18,Sindh,151.5,520.6,2.34,151.0
2017,3,19,Punjab,142.1,517.2,1.84,248.0
2017,3,19,Sindh,150.7,526.7,2.35,146.0
2017,3,20,Punjab,139.0,513.7,1.89,242.0
2017,3,20,Sindh,147.2,523.7,2.3,148.0
2017,3,21,Punjab,144.9,563.6,1.87,236.0
2017,3,21,Sindh,149.6,514.9,2.31,153.0
2017,3,22,Punjab,137.7,556.1,1.81,240.0
2017,3,22,Sindh,142.6,471.4,2.36,131.0
2017,3,23,Punjab,153.8,599.4,1.96,270.0
2017,3,23,Sindh,150.6,520.7,2.34,153.0
2017,3,24,Punjab,131.1,524.4,1.84,261.0
2017,3,24,Sindh,146.2,527.1,2.32,155.0
2017,3,25,Punjab,144.5,568.6,1.92,264.0
2017,3,25,Sindh,145.6,504.7,2.36,156.0
2017,3,26,Punjab,150.6,588.8,1.91,274.0
2017,3,26,Sindh,152.1,519.6,2.36,159.0
2017,3,27,Punjab,148.5,557.4,1.81,247.0
2017,3,27,Sindh,158.2,567.5,2.34,169.0
2017,3,28,Punjab,140.0,534.9,1.82,238.0
2017,3,28,Sindh,155.8,540.5,2.32,147.0
2017,3,29,Punjab,151.1,565.8,1.86,235.0
2017,3,29,Sindh,143.4,494.3,2.33,151.0
2017,3,30,Punjab,138.8,523.0,1.83,238.0
2017,3,30,Sindh,146.4,514.5,2.34,155.0
2017,3,31,Punjab,145.7,555.2,1.96,239.0
2017,3,31,Sindh,156.0,557.7,2.33,164.0
2017,4,1,Punjab,151.2,588.7,1.86,256.0
2017,4,1,Sindh,146.4,548.3,2.35,152.0
2017,4,2,Punjab,149.7,577.4,1.92,245.0
2017,4,2,Sindh,150.3,538.3,2.3,154.0
2017,4,3,Punjab,140.7,531.3,1.9,230.0
2017,4,3,Sindh,154.2,557.0,2.31,157.0
2017,4,4,Punjab,155.7,592.7,1.89,246.0
2017,4,4,Sindh,146.6,505.5,2.34,141.0
2017,4,5,Punjab,146.8,566.7,1.88,238.0
2017,4,5,Sindh,152.0,516.6,2.33,154.0
2017,4,6,Punjab,152.1,591.5,1.94,254.0
2017,4,6,Sindh,144.8,507.9,2.32,148.0
2017,4,7,Punjab,158.5,571.8,1.84,222.0
2017,4,7,Sindh,148.5,521.5,2.3,168.0
2017,4,8,Punjab,155.2,568.3,1.96,219.0
2017,4,8,Sindh,153.2,519.9,2.34,155.0
2017,4,9,Punjab,155.3,612.3,1.81,250.0
2017,4,9,Sindh,143.6,500.1,2.34,157.0
2017,4,10,Punjab,147.9,560.9,1.92,242.0
2017,4,10,Sindh,153.8,544.4,2.35,154.0
2017,4,11,Punjab,152.8,572.1,1.81,246.0
2017,4,11,Sindh,151.6,535.8,2.34,158.0
2017,4,12,Punjab,148.2,557.9,1.87,211.0
2017,4,12,Sindh,154.4,548.1,2.33,164.0
2017,4,13,Punjab,136.9,514.8,1.89,203.0
2017,4,13,Sindh,152.8,539.3,2.36,157.0
2017,4,14,Punjab,149.0,577.3,1.86,212.0
2017,4,14,Sindh,158.6,547.4,2.31,162.0
2017,4,15,Punjab,148.7,542.8,1.87,209.0
2017,4,15,Sindh,152.4,525.7,2.35,158.0
2017,4,16,Punjab,151.3,575.6,1.81,234.0
2017,4,16,Sindh,149.7,505.8,2.31,153.0
2017,4,17,Punjab,145.7,558.6,1.83,216.0
2017,4,17,Sindh,152.4,560.3,2.32,177.0
2017,4,18,Punjab,140.7,542.5,1.91,207.0
2017,4,18,Sindh,154.6,541.2,2.31,165.0
2017,4,19,Punjab,152.1,582.3,1.89,228.0
2017,4,19,Sindh,152.1,529.1,2.35,163.0
2017,4,20,Punjab,136.4,528.5,1.85,194.0
2017,4,20,Sindh,152.1,518.5,2.34,161.0
2017,4,21,Punjab,158.6,591.1,1.95,240.0
2017,4,21,Sindh,148.4,563.5,2.34,173.0
2017,4,22,Punjab,145.1,532.6,1.83,200.0
2017,4,22,Sindh,148.7,504.2,2.32,154.0
2017,4,23,Punjab,149.0,615.2,1.87,224.0
2017,4,23,Sindh,145.0,501.0,2.33,153.0
2017,4,24,Punjab,151.5,569.7,1.86,217.0
2017,4,24,Sindh,160.8,569.0,2.32,172.0
2017,4,25,Punjab,151.8,573.2,1.92,221.0
2017,4,25,Sindh,145.8,519.4,2.35,166.0
2017,4,26,Punjab,135.9,529.9,1.89,211.0
2017,4,26,Sindh,148.6,534.6,2.32,169.0
2017,4,27,Punjab,153.8,616.3,1.88,222.0
2017,4,27,Sindh,148.5,547.0,2.37,166.0
2017,4,28,Punjab,149.7,557.8,1.8,211.0
2017,4,28,Sindh,156.6,555.8,2.31,173.0
2017,4,29,Punjab,142.2,520.4,1.93,189.0
2017,4,29,Sindh,150.7,511.6,2.33,157.0
2017,4,30,Punjab,141.3,512.2,1.88,177.0
2017,4,30,Sindh,158.4,550.7,2.38,169.0
2017,5,1,Punjab,144.7,581.8,1.9,199.0
2017,5,1,Sindh,148.9,525.7,2.33,160.0
2017,5,2,Punjab,137.0,500.0,1.85,165.0
2017,5,2,Sindh,153.7,568.8,2.32,172.0
2017,5,3,Punjab,161.3,612.2,1.85,206.0
2017,5,3,Sindh,148.1,497.4,2.35,163.0
2017,5,4,Punjab,159.4,586.2,1.97,216.0
2017,5,4,Sindh,163.0,588.7,2.33,179.0
2017,5,5,Punjab,151.2,545.5,1.8,194.0
2017,5,5,Sindh,146.4,515.1,2.33,161.0
2017,5,6,Punjab,145.8,548.3,1.84,175.0
2017,5,6,Sindh,153.9,551.3,2.32,163.0
2017,5,7,Punjab,146.1,536.4,1.97,167.0
2017,5,7,Sindh,155.6,543.0,2.4,167.0
2017,5,8,Punjab,153.8,570.5,1.93,183.0
2017,5,8,Sindh,154.5,528.1,2.34,163.0
2017,5,9,Punjab,161.8,655.0,1.88,214.0
2017,5,9,Sindh,151.5,541.7,2.3,164.0
2017,5,10,Punjab,143.2,552.8,1.96,183.0
2017,5,10,Sindh,151.8,541.3,2.37,169.0
2017,5,11,Punjab,138.9,546.5,1.92,194.0
2017,5,11,Sindh,152.7,549.2,2.36,169.0
2017,5,12,Punjab,160.3,625.6,1.91,203.0
2017,5,12,Sindh,151.8,531.2,2.33,167.0
2017,5,13,Punjab,133.7,505.9,1.91,182.0
2017,5,13,Sindh,157.4,541.9,2.33,170.0
2017,5,14,Punjab,139.9,522.9,1.92,153.0
2017,5,14,Sindh,163.7,549.4,2.36,167.0
2017,5,15,Punjab,146.1,560.0,1.92,178.0
2017,5,15,Sindh,149.9,536.8,2.34,166.0
2017,5,16,Punjab,135.6,518.7,2.01,175.0
2017,5,16,Sindh,145.8,516.7,2.31,163.0
2017,5,17,Punjab,157.0,585.4,1.89,196.0
2017,5,17,Sindh,152.3,518.4,2.38,170.0
2017,5,18,Punjab,155.0,591.8,1.89,186.0
2017,5,18,Sindh,165.6,571.6,2.34,179.0
2017,5,19,Punjab,143.6,531.7,1.84,176.0
2017,5,19,Sindh,148.7,513.6,2.38,160.0
2017,5,20,Punjab,158.5,598.9,1.9,198.0
2017,5,20,Sindh,161.0,541.2,2.37,172.0
2017,5,21,Punjab,159.9,601.0,1.99,184.0
2017,5,21,Sindh,161.2,552.0,2.33,181.0
2017,5,22,Punjab,147.5,535.0,1.95,169.0
2017,5,22,Sindh,150.1,508.3,2.37,167.0
2017,5,23,Punjab,144.8,503.3,1.88,160.0
2017,5,23,Sindh,155.7,538.8,2.33,173.0
2017,5,24,Punjab,166.5,614.1,1.9,185.0
2017,5,24,Sindh,161.0,552.6,2.31,177.0
2017,5,25,Punjab,154.3,622.4,1.84,208.0
2017,5,25,Sindh,151.0,504.2,2.34,169.0
2017,5,26,Punjab,150.6,566.2,1.86,163.0
2017,5,26,Sindh,151.9,562.1,2.36,182.0
2017,5,27,Punjab,159.5,621.7,1.91,192.0
2017,5,27,Sindh,150.1,544.1,2.34,175.0
2017,5,28,Punjab,151.1,531.6,1.88,145.0
2017,5,28,Sindh,147.9,506.1,2.34,168.0
2017,5,29,Punjab,144.7,529.6,1.85,156.0
2017,5,29,Sindh,149.8,528.4,2.37,163.0
2017,5,30,Punjab,149.4,540.6,1.93,149.0
2017,5,30,Sindh,147.0,520.6,2.35,159.0
2017,5,31,Punjab,157.1,593.0,1.9,173.0
2017,5,31,Sindh,153.3,554.3,2.33,176.0
2017,6,1,Punjab,132.9,553.5,1.83,145.0
2017,6,1,Sindh,149.3,510.2,2.36,165.0
2017,6,2,Punjab,146.6,566.3,1.8,172.0
2017,6,2,Sindh,154.3,556.6,2.35,173.0
2017,6,3,Punjab,160.0,642.0,1.88,194.0
2017,6,3,Sindh,145.4,500.7,2.3,166.0
2017,6,4,Punjab,144.9,545.5,1.83,166.0
2017,6,4,Sindh,154.9,522.0,2.36,158.0
2017,6,5,Punjab,161.4,640.7,1.82,184.0
2017,6,5,Sindh,157.4,561.8,2.36,175.0
2017,6,6,Punjab,160.4,651.0,1.97,204.0
2017,6,6,Sindh,143.3,521.0,2.35,165.0
2017,6,7,Punjab,148.6,562.5,1.91,160.0
2017,6,7,Sindh,155.2,582.0,2.37,175.0
2017,6,8,Punjab,144.6,538.8,1.9,152.0
2017,6,8,Sindh,159.5,540.2,2.34,180.0
2017,6,9,Punjab,146.9,532.0,1.9,169.0
2017,6,9,Sindh,147.3,526.1,2.36,162.0
2017,6,10,Punjab,170.6,642.1,1.86,180.0
2017,6,10,Sindh,161.8,560.0,2.32,174.0
2017,6,11,Punjab,164.3,626.1,1.93,192.0
2017,6,11,Sindh,155.5,556.1,2.36,181.0
2017,6,12,Punjab,150.4,612.1,1.91,178.0
2017,6,12,Sindh,149.9,502.7,2.39,167.0
2017,6,13,Punjab,144.6,523.4,1.88,136.0
2017,6,13,Sindh,153.2,517.3,2.33,161.0
2017,6,14,Punjab,150.4,572.7,1.88,145.0
2017,6,14,Sindh,156.3,535.5,2.34,175.0
2017,6,15,Punjab,151.5,539.3,1.85,135.0
2017,6,15,Sindh,153.9,539.9,2.34,174.0
2017,6,16,Punjab,139.6,522.0,1.9,151.0
2017,6,16,Sindh,156.3,537.3,2.35,184.0
2017,6,17,Punjab,150.3,577.2,1.9,175.0
2017,6,17,Sindh,149.0,531.4,2.33,173.0
2017,6,18,Punjab,160.2,619.2,1.9,173.0
2017,6,18,Sindh,154.5,556.1,2.36,177.0
2017,6,19,Punjab,135.3,526.0,1.92,141.0
2017,6,19,Sindh,146.6,522.1,2.37,165.0
2017,6,20,Punjab,156.4,602.1,1.91,173.0
2017,6,20,Sindh,153.1,560.3,2.36,175.0
2017,6,21,Punjab,160.8,622.7,1.93,173.0
2017,6,21,Sindh,149.2,528.5,2.32,166.0
2017,6,22,Punjab,145.4,553.3,1.97,159.0
2017,6,22,Sindh,150.1,507.0,2.37,172.0
2017,6,23,Punjab,163.5,600.2,1.95,167.0
2017,6,23,Sindh,160.0,580.3,2.37,184.0
2017,6,24,Punjab,144.4,511.8,1.97,134.0
2017,6,24,Sindh,159.3,548.4,2.37,179.0
2017,6,25,Punjab,153.5,572.4,1.88,145.0
2017,6,25,Sindh,156.9,562.8,2.36,187.0
2017,6,26,Punjab,147.6,558.1,1.9,137.0
2017,6,26,Sindh,148.4,543.0,2.36,163.0
2017,6,27,Punjab,147.6,586.1,1.95,126.0
2017,6,27,Sindh,152.3,540.0,2.37,180.0
2017,6,28,Punjab,145.2,549.7,1.96,157.0
2017,6,28,Sindh,160.0,537.5,2.39,174.0
2017,6,29,Punjab,155.8,588.0,1.89,155.0
2017,6,29,Sindh,154.7,527.6,2.34,172.0
2017,6,30,Punjab,157.0,604.4,1.95,159.0
2017,6,30,Sindh,165.6,599.4,2.38,184.0
2017,7,1,Punjab,149.8,563.7,1.88,127.0
2017,7,1,Sindh,156.0,543.4,2.35,171.0
2017,7,2,Punjab,139.4,546.1,1.95,135.0
2017,7,2,Sindh,155.0,543.7,2.35,177.0
2017,7,3,Punjab,153.6,623.3,1.92,160.0
2017,7,3,Sindh,152.5,545.2,2.32,186.0
2017,7,4,Punjab,153.8,628.2,1.86,161.0
2017,7,4,Sindh,154.8,552.1,2.35,182.0
2017,7,5,Punjab,148.7,567.1,1.9,151.0
2017,7,5,Sindh,153.4,541.0,2.34,180.0
2017,7,6,Punjab,165.5,635.5,2.04,175.0
2017,7,6,Sindh,157.7,548.8,2.35,175.0
2017,7,7,Punjab,138.1,556.2,1.94,130.0
2017,7,7,Sindh,159.0,551.7,2.33,173.0
2017,7,8,Punjab,132.9,501.9,2.04,114.0
2017,7,8,Sindh,150.3,538.9,2.35,169.0
2017,7,9,Punjab,144.8,563.9,1.86,132.0
2017,7,9,Sindh,147.6,524.9,2.35,167.0
2017,7,10,Punjab,156.4,571.6,1.97,168.0
2017,7,10,Sindh,145.1,504.0,2.36,154.0
2017,7,11,Punjab,142.3,534.6,1.8,149.0
2017,7,11,Sindh,156.9,565.2,2.33,176.0
2017,7,12,Punjab,143.0,566.3,1.93,139.0
2017,7,12,Sindh,148.8,518.9,2.33,165.0
2017,7,13,Punjab,158.5,587.8,1.96,135.0
2017,7,13,Sindh,143.6,489.8,2.37,160.0
2017,7,14,Punjab,154.6,584.9,1.97,156.0
2017,7,14,Sindh,156.3,535.8,2.34,173.0
2017,7,15,Punjab,154.0,553.6,1.89,143.0
2017,7,15,Sindh,166.9,569.4,2.38,182.0
2017,7,16,Punjab,157.2,637.6,1.98,176.0
2017,7,16,Sindh,154.4,536.4,2.36,172.0
2017,7,17,Punjab,147.6,586.3,1.91,161.0
2017,7,17,Sindh,158.7,573.9,2.37,179.0
2017,7,18,Punjab,148.1,566.4,1.92,152.0
2017,7,18,Sindh,154.9,530.2,2.39,161.0
2017,7,19,Punjab,157.6,609.1,1.91,151.0
2017,7,19,Sindh,154.1,542.0,2.35,170.0
2017,7,20,Punjab,140.4,541.5,1.88,141.0
2017,7,20,Sindh,159.2,547.2,2.35,170.0
2017,7,21,Punjab,134.1,537.2,2.01,148.0
2017,7,21,Sindh,153.2,532.1,2.38,173.0
2017,7,22,Punjab,147.8,551.3,1.94,136.0
2017,7,22,Sindh,156.0,523.2,2.37,173.0
2017,7,23,Punjab,158.8,618.0,1.99,170.0
2017,7,23,Sindh,156.3,543.6,2.36,178.0
2017,7,24,Punjab,153.4,604.5,1.99,157.0
2017,7,24,Sindh,151.4,526.8,2.39,173.0
2017,7,25,Punjab,158.3,625.8,1.89,189.0
2017,7,25,Sindh,159.7,567.0,2.36,178.0
2017,7,26,Punjab,135.3,469.1,2.0,103.0
2017,7,26,Sindh,153.9,541.9,2.36,170.0
2017,7,27,Punjab,154.0,573.4,1.96,164.0
2017,7,27,Sindh,151.0,510.5,2.36,161.0
2017,7,28,Punjab,156.8,575.4,1.89,136.0
2017,7,28,Sindh,157.5,567.5,2.34,171.0
2017,7,29,Punjab,140.8,538.1,1.96,159.0
2017,7,29,Sindh,150.3,529.4,2.36,174.0
2017,7,30,Punjab,158.6,562.2,1.89,137.0
2017,7,30,Sindh,155.0,545.5,2.39,172.0
2017,7,31,Punjab,150.8,532.2,2.02,143.0
2017,7,31,Sindh,154.9,541.8,2.37,166.0
2017,8,1,Punjab,176.3,713.4,1.98,188.0
2017,8,1,Sindh,160.4,553.5,2.36,171.0
2017,8,2,Punjab,134.4,523.0,1.94,124.0
2017,8,2,Sindh,157.3,553.9,2.36,170.0
2017,8,3,Punjab,162.8,621.1,2.0,182.0
2017,8,3,Sindh,154.9,549.1,2.37,174.0
2017,8,4,Punjab,148.7,572.5,1.86,165.0
2017,8,4,Sindh,159.1,530.7,2.38,174.0
2017,8,5,Punjab,139.0,531.2,1.91,143.0
2017,8,5,Sindh,162.0,558.9,2.38,174.0
2017,8,6,Punjab,147.8,581.5,1.93,167.0
2017,8,6,Sindh,157.9,548.7,2.36,161.0
2017,8,7,Punjab,154.3,573.5,2.06,170.0
2017,8,7,Sindh,155.2,546.9,2.37,171.0
2017,8,8,Punjab,160.4,613.2,1.89,164.0
2017,8,8,Sindh,148.6,537.9,2.37,169.0
2017,8,9,Punjab,165.9,635.0,1.86,165.0
2017,8,9,Sindh,149.8,512.9,2.34,162.0
2017,8,10,Punjab,163.6,600.6,1.87,168.0
2017,8,10,Sindh,153.7,530.4,2.37,165.0
2017,8,11,Punjab,144.5,574.7,1.99,155.0
2017,8,11,Sindh,152.2,524.9,2.32,167.0
2017,8,12,Punjab,161.3,604.1,1.92,175.0
2017,8,12,Sindh,154.3,528.1,2.37,167.0
2017,8,13,Punjab,155.5,611.1,1.94,180.0
2017,8,13,Sindh,155.6,539.3,2.38,169.0
2017,8,14,Punjab,147.1,561.4,1.99,152.0
2017,8,14,Sindh,158.0,564.4,2.38,178.0
2017,8,15,Punjab,150.7,605.4,1.94,181.0
2017,8,15,Sindh,155.0,526.6,2.36,164.0
2017,8,16,Punjab,146.8,537.0,1.96,158.0
2017,8,16,Sindh,157.8,558.7,2.37,171.0
2017,8,17,Punjab,152.8,559.0,1.98,167.0
2017,8,17,Sindh,155.7,519.5,2.39,171.0
2017,8,18,Punjab,146.7,539.5,1.93,149.0
2017,8,18,Sindh,145.5,501.0,2.39,162.0
2017,8,19,Punjab,144.4,551.4,1.94,166.0
2017,8,19,Sindh,150.8,522.7,2.37,168.0
2017,8,20,Punjab,156.5,625.5,1.96,191.0
2017,8,20,Sindh,154.8,566.8,2.37,181.0
2017,8,21,Punjab,157.7,631.3,1.99,195.0
2017,8,21,Sindh,149.5,519.0,2.39,166.0
2017,8,22,Punjab,151.3,528.6,1.91,169.0
2017,8,22,Sindh,158.5,521.9,2.34,168.0
2017,8,23,Punjab,163.7,627.2,1.8,189.0
2017,8,23,Sindh,163.2,541.3,2.36,160.0
2017,8,24,Punjab,150.8,508.7,1.99,142.0
2017,8,24,Sindh,161.7,566.4,2.39,175.0
2017,8,25,Punjab,150.5,587.7,2.0,166.0
2017,8,25,Sindh,154.6,550.2,2.39,169.0
2017,8,26,Punjab,158.2,623.7,1.96,201.0
2017,8,26,Sindh,163.1,576.5,2.37,185.0
2017,8,27,Punjab,151.9,576.6,1.97,178.0
2017,8,27,Sindh,156.4,550.0,2.34,174.0
2017,8,28,Punjab,153.7,585.8,1.93,195.0
2017,8,28,Sindh,154.0,556.6,2.37,168.0
2017,8,29,Punjab,132.9,506.6,1.98,132.0
2017,8,29,Sindh,152.7,526.3,2.36,165.0
2017,8,30,Punjab,153.3,566.8,2.0,184.0
2017,8,30,Sindh,154.3,553.4,2.37,170.0
